Ensembl	Mock1_Qun	Mock2_Qun	Mock3_Qun	NT1_Qun	NT2_Qun	NT3_Qun	T1_Qun	T2_Qun	T3_Qun
ENSG00000149968	4	5	1	14	10	8	15	15	13
ENSG00000262406	2	2	8	14	12	12	21	16	17
ENSG00000255469	1	1	0	0	0	1	3	1	1
ENSG00000238562	0	0	0	0	1	0	2	0	0
ENSG00000276521	0	0	0	2	4	3	3	1	4
ENSG00000239861	3	0	0	9	11	7	3	9	6
ENSG00000137692	1428	896	1147	845	829	765	1349	1066	1064
ENSG00000260966	0	0	0	0	0	0	0	0	0
ENSG00000285878	20	17	16	30	26	17	77	32	27
ENSG00000254895	5	6	9	7	7	9	15	5	12
ENSG00000254931	8	7	1	13	17	10	25	11	11
ENSG00000255417	4	7	4	8	2	8	7	9	10
ENSG00000255350	20	10	4	16	9	16	20	18	14
ENSG00000254565	7	7	4	12	8	11	21	11	7
ENSG00000253245	4	13	11	13	5	6	22	9	14
ENSG00000254824	0	3	1	3	2	0	2	1	1
ENSG00000187240	4920	2795	4264	6020	5133	5206	8703	5569	6343
ENSG00000174915	414	299	378	202	183	204	395	308	329
ENSG00000270491	0	0	0	0	0	2	0	0	0
ENSG00000149089	428	240	453	197	195	191	410	250	252
ENSG00000110435	763	476	847	438	444	447	821	560	553
ENSG00000254654	0	0	0	0	1	0	0	0	0
ENSG00000287984	0	0	0	0	0	1	0	0	1
ENSG00000254664	0	1	0	0	1	2	1	2	1
ENSG00000019505	26	14	33	30	32	20	52	18	47
ENSG00000254497	0	0	0	1	1	0	0	0	2
ENSG00000177595	276	206	303	322	266	229	543	283	379
ENSG00000186318	193	144	175	173	166	174	302	220	230
ENSG00000048649	1917	1452	1416	1396	1297	1232	2293	1597	1658
ENSG00000110077	0	0	0	2	5	1	4	2	3
ENSG00000166106	21	15	28	17	18	14	41	15	28
ENSG00000183378	0	0	1	1	1	3	3	4	1
ENSG00000177042	185	140	206	102	97	93	251	160	206
ENSG00000166363	12	15	3	3	11	14	9	8	10
ENSG00000171014	0	0	0	0	0	2	0	1	0
ENSG00000186119	0	0	0	0	0	0	0	0	0
ENSG00000150261	0	0	0	0	0	0	0	0	0
ENSG00000172154	0	0	0	0	0	0	0	0	0
ENSG00000178358	12	12	9	7	7	13	20	12	14
ENSG00000172459	0	0	0	0	0	1	0	0	0
ENSG00000181961	0	0	0	0	0	0	0	0	0
ENSG00000279051	0	0	0	0	2	1	2	5	0
ENSG00000166736	1	2	1	1	1	1	2	0	1
ENSG00000255298	2	3	10	7	5	8	10	9	2
ENSG00000229183	0	0	0	1	3	1	0	3	1
ENSG00000186513	0	0	0	3	7	7	5	8	14
ENSG00000181785	0	0	0	0	0	0	0	0	0
ENSG00000279486	62	45	53	45	69	47	56	88	94
ENSG00000181074	0	0	0	3	4	0	4	3	0
ENSG00000197849	27	12	29	30	24	22	45	40	42
ENSG00000181939	0	0	0	0	0	0	0	0	0
ENSG00000176900	0	0	0	0	0	1	0	0	0
ENSG00000166368	14	7	5	11	10	13	8	21	13
ENSG00000279116	9	8	10	12	9	10	15	14	10
ENSG00000254834	0	0	0	0	0	0	0	0	0
ENSG00000181499	0	0	0	0	0	0	1	0	0
ENSG00000221931	0	0	0	2	2	0	4	3	1
ENSG00000170953	13	3	7	9	2	5	12	6	7
ENSG00000280090	2	1	4	3	9	6	13	9	7
ENSG00000255223	0	0	0	0	0	0	0	0	0
ENSG00000181371	0	0	0	0	0	0	0	0	0
ENSG00000196099	0	0	0	0	0	0	0	0	0
ENSG00000172188	0	0	0	0	0	0	0	0	0
ENSG00000172377	0	0	0	9	12	10	4	21	16
ENSG00000167800	4	4	12	12	11	7	15	16	10
ENSG00000180934	5	6	11	34	48	35	29	41	27
ENSG00000198283	0	0	0	4	3	6	5	9	5
ENSG00000174970	0	0	0	0	0	0	0	0	0
ENSG00000167359	1	3	3	1	0	1	0	1	2
ENSG00000279012	1	0	3	1	1	0	0	4	0
ENSG00000181616	0	1	0	1	0	1	3	0	0
ENSG00000181718	0	0	0	0	0	0	0	0	0
ENSG00000186714	35	20	27	178	170	161	220	196	206
ENSG00000172464	0	0	0	0	0	0	0	0	0
ENSG00000166884	0	0	0	1	1	0	1	1	0
ENSG00000177963	864	706	921	459	389	481	842	529	653
ENSG00000172269	376	235	305	162	132	133	302	217	231
ENSG00000279672	65	45	88	70	55	55	116	85	84
ENSG00000254938	0	0	0	0	0	0	0	1	0
ENSG00000279358	0	0	0	0	0	0	0	2	0
ENSG00000254960	0	0	0	0	0	0	0	0	0
ENSG00000266215	0	0	0	0	0	0	0	0	0
ENSG00000255317	0	0	0	0	0	0	0	0	0
ENSG00000218109	0	0	0	0	0	0	0	0	0
ENSG00000256282	42	44	56	44	48	43	96	84	82
ENSG00000255379	7	9	5	3	8	8	13	8	13
ENSG00000203334	4	1	3	14	9	12	20	17	17
ENSG00000201243	0	0	0	2	0	0	0	4	2
ENSG00000180720	10	8	3	13	11	10	10	20	15
ENSG00000137727	119	105	111	267	217	260	437	279	270
ENSG00000170959	74	72	92	147	144	150	203	149	173
ENSG00000182667	0	0	0	0	0	0	1	0	0
ENSG00000170322	1351	1015	1315	847	717	829	1657	988	1123
ENSG00000178795	1	1	2	5	8	5	5	6	5
ENSG00000110497	739	566	668	653	541	593	1045	727	782
ENSG00000154114	469	303	478	326	398	356	491	399	411
ENSG00000050165	28	24	46	24	35	21	45	37	48
ENSG00000129167	44	40	87	251	216	222	308	244	264
ENSG00000168959	1	0	0	2	3	0	1	1	0
ENSG00000166926	0	0	1	2	1	2	1	1	1
ENSG00000126500	28	43	23	14	19	23	39	28	47
ENSG00000150433	221	142	329	341	284	282	628	431	466
ENSG00000110693	218	161	208	375	364	365	533	443	470
ENSG00000180988	0	0	0	0	0	0	0	1	1
ENSG00000255395	3	0	0	8	14	8	14	10	8
ENSG00000137491	2	1	2	18	24	13	23	32	25
ENSG00000254475	0	0	0	0	1	3	1	1	0
ENSG00000255136	0	0	0	3	12	4	5	14	8
ENSG00000255460	0	0	0	0	0	0	0	2	0
ENSG00000261594	0	0	0	0	0	1	0	0	1
ENSG00000137486	73	76	71	80	49	67	128	68	107
ENSG00000254429	0	0	0	0	0	0	0	0	0
ENSG00000279117	0	0	0	0	0	0	0	0	0
ENSG00000254963	0	0	0	0	0	0	0	0	0
ENSG00000149243	16	26	6	125	102	76	137	154	119
ENSG00000064309	472	296	364	433	375	417	684	517	597
ENSG00000244398	133	75	135	40	53	39	118	71	61
ENSG00000110700	5621	2999	5245	2399	1949	2092	4644	2845	2693
ENSG00000272034	36	26	39	36	34	40	67	55	34
ENSG00000201403	0	0	0	0	0	0	0	0	0
ENSG00000201586	9	1	3	8	4	6	10	1	7
ENSG00000240808	10	3	11	7	7	10	14	7	11
ENSG00000011405	3516	2173	3124	2256	2028	2133	3301	2416	2595
ENSG00000110011	43	51	80	48	51	61	73	68	56
ENSG00000156603	125	85	122	58	65	61	124	83	94
ENSG00000255435	42	20	34	27	31	33	62	52	53
ENSG00000172425	9	13	6	17	24	24	23	28	25
ENSG00000149582	118	98	197	149	168	171	277	219	264
ENSG00000118096	398	315	478	323	343	396	551	470	508
ENSG00000243431	17	25	20	37	47	53	63	70	67
ENSG00000207185	2	5	7	5	9	4	8	6	7
ENSG00000255176	7	8	6	8	8	9	15	10	11
ENSG00000284246	0	0	0	0	0	0	0	0	0
ENSG00000197658	0	0	0	5	5	6	11	12	10
ENSG00000198851	0	0	0	0	2	1	0	2	3
ENSG00000135365	490	404	430	567	572	565	904	676	756
ENSG00000214872	0	1	1	0	0	0	0	2	1
ENSG00000167346	0	0	0	1	0	0	0	0	1
ENSG00000176922	0	0	0	0	0	0	0	0	0
ENSG00000255265	0	0	0	0	0	2	1	1	6
ENSG00000156689	0	0	0	9	9	5	5	17	4
ENSG00000255523	0	0	0	0	0	1	0	1	1
ENSG00000283791	0	0	0	0	0	0	0	0	0
ENSG00000275948	0	0	0	0	1	1	1	1	1
ENSG00000279243	0	0	0	1	1	2	3	5	1
ENSG00000278217	0	0	0	0	0	0	0	0	0
ENSG00000274072	0	0	0	0	0	0	0	0	0
ENSG00000270526	0	0	0	0	0	0	1	0	0
ENSG00000279093	0	0	0	0	0	0	1	0	0
ENSG00000173465	203	173	257	74	68	83	168	119	103
ENSG00000176973	27	26	27	10	6	14	15	15	19
ENSG00000173442	87	103	104	82	99	94	152	104	142
ENSG00000173338	0	0	1	5	6	8	1	8	6
ENSG00000173327	338	331	399	224	225	211	344	322	357
ENSG00000197136	894	895	926	470	422	534	829	663	831
ENSG00000266041	0	0	0	0	0	0	0	0	0
ENSG00000213445	148	134	175	109	98	109	196	138	180
ENSG00000265874	0	0	0	0	0	0	0	2	2
ENSG00000239356	0	0	0	0	1	3	2	3	6
ENSG00000214787	0	0	0	4	3	0	2	0	1
ENSG00000168056	174	126	249	144	158	123	218	200	196
ENSG00000183303	0	0	0	0	0	0	0	0	0
ENSG00000255191	0	0	0	0	0	0	0	0	0
ENSG00000254605	0	0	0	0	0	0	0	0	0
ENSG00000248844	0	0	0	0	0	0	0	0	0
ENSG00000254417	0	0	0	0	0	0	1	0	0
ENSG00000202070	0	0	0	0	0	0	0	0	0
ENSG00000255143	0	0	0	1	0	0	0	0	0
ENSG00000254902	0	0	0	0	0	0	0	0	0
ENSG00000168040	45	69	64	38	37	30	62	41	55
ENSG00000254721	0	0	0	0	0	0	0	0	0
ENSG00000255329	23	26	21	5	6	12	25	16	15
ENSG00000221333	5	3	4	1	1	3	3	9	3
ENSG00000254484	16	18	10	2	15	4	18	8	10
ENSG00000255539	14	6	5	1	5	4	12	6	7
ENSG00000260348	0	0	0	0	0	0	0	0	0
ENSG00000260679	0	0	0	0	0	0	0	0	0
ENSG00000283703	4	7	9	9	18	13	15	16	17
ENSG00000131620	3	2	4	6	1	3	3	0	2
ENSG00000110203	0	0	0	4	7	9	10	6	6
ENSG00000160613	619	520	563	458	514	467	766	707	712
ENSG00000110367	4522	3275	3440	1545	1590	1597	3203	2561	2529
ENSG00000165923	5	4	6	20	40	32	26	40	36
ENSG00000095139	3197	2220	2715	1391	1298	1375	2624	1881	1916
ENSG00000149196	454	229	487	336	291	317	589	407	422
ENSG00000167992	38	47	28	57	47	44	58	80	67
ENSG00000137497	1531	1377	1578	873	792	850	1509	1105	1266
ENSG00000082175	10	9	4	9	9	13	9	20	13
ENSG00000023171	114	93	99	124	106	99	230	130	166
ENSG00000137745	5	7	10	23	14	23	27	36	21
ENSG00000177106	15	17	21	32	33	40	44	44	42
ENSG00000241598	0	0	0	1	1	1	1	3	1
ENSG00000204571	0	1	0	1	0	0	0	2	0
ENSG00000177947	3	2	0	11	11	10	11	11	18
ENSG00000185627	957	715	1024	480	407	352	880	609	636
ENSG00000166800	36	20	25	45	52	63	74	72	88
ENSG00000110171	201	133	188	146	190	153	276	238	239
ENSG00000211450	151	87	153	72	81	65	144	104	92
ENSG00000110492	150	125	207	143	159	133	340	204	219
ENSG00000130598	0	0	0	1	0	1	0	2	0
ENSG00000142186	629	443	669	418	355	439	774	496	565
ENSG00000019144	164	181	215	139	166	172	308	224	288
ENSG00000085741	33	23	29	21	20	20	47	31	37
ENSG00000165457	0	0	0	2	3	2	6	8	3
ENSG00000109991	3	1	3	6	8	6	7	10	6
ENSG00000165458	1356	1117	1585	642	644	733	1310	961	1074
ENSG00000026508	59	64	64	9	16	13	18	23	14
ENSG00000181693	0	0	0	0	0	0	0	0	0
ENSG00000134571	1	7	1	9	14	12	15	18	13
ENSG00000137474	53	46	69	15	21	36	31	27	29
ENSG00000110169	24	23	10	37	47	60	54	53	54
ENSG00000149972	2	2	3	2	3	1	1	1	0
ENSG00000166833	82	95	123	107	66	69	137	94	84
ENSG00000070081	1216	564	1157	436	389	388	791	553	538
ENSG00000110218	264	270	296	117	129	143	205	159	182
ENSG00000250519	37	36	55	37	38	54	46	46	67
ENSG00000256745	7	6	11	1	2	3	4	0	3
ENSG00000123901	37	35	30	81	73	62	114	90	78
ENSG00000254986	314	230	303	90	63	70	135	112	108
ENSG00000255202	2	3	4	9	8	11	11	17	11
ENSG00000205177	1	1	2	3	0	6	6	2	1
ENSG00000110429	1158	689	1099	783	672	672	1216	848	900
ENSG00000254508	0	1	0	0	0	0	0	1	0
ENSG00000255272	0	0	0	2	0	0	2	0	1
ENSG00000255161	0	0	0	0	0	2	0	3	0
ENSG00000255169	0	0	0	1	0	1	0	0	0
ENSG00000254619	0	0	0	0	0	0	0	0	0
ENSG00000255133	0	0	0	1	0	4	0	0	4
ENSG00000279000	0	0	0	0	0	1	0	0	0
ENSG00000172362	0	0	0	8	9	7	6	12	8
ENSG00000176742	0	0	0	0	0	0	0	0	0
ENSG00000280314	0	0	0	0	0	0	0	0	0
ENSG00000172457	0	0	0	2	0	0	0	0	0
ENSG00000133805	15	13	22	27	29	22	53	41	48
ENSG00000177951	149	147	184	121	100	105	194	163	141
ENSG00000148935	10	11	19	12	30	13	38	33	17
ENSG00000188486	678	789	560	179	181	180	427	376	390
ENSG00000134817	0	0	0	0	1	0	2	1	3
ENSG00000149305	1	2	1	2	6	2	1	8	6
ENSG00000185201	14	4	23	6	3	10	14	5	6
ENSG00000110200	95	69	107	39	36	38	82	55	56
ENSG00000184154	68	58	72	74	58	77	127	110	107
ENSG00000182334	0	0	0	0	0	0	0	0	0
ENSG00000110756	566	421	625	594	587	583	904	664	729
ENSG00000110768	1091	778	1129	788	754	747	1197	959	929
ENSG00000264603	1	0	0	1	1	1	0	3	2
ENSG00000256006	14	11	11	10	14	14	20	25	14
ENSG00000173432	3	2	0	8	8	5	7	9	3
ENSG00000264032	0	0	0	0	0	1	0	0	0
ENSG00000110777	0	1	1	2	5	2	7	3	0
ENSG00000253099	0	0	0	0	1	0	0	0	0
ENSG00000255428	0	0	1	0	0	1	1	2	0
ENSG00000255093	0	0	0	2	3	5	5	7	10
ENSG00000286028	0	0	0	3	0	1	1	0	2
ENSG00000207811	0	0	0	0	0	0	0	0	0
ENSG00000207562	0	0	0	0	0	0	0	0	0
ENSG00000254980	0	0	0	0	1	0	0	0	1
ENSG00000204381	110	57	119	109	115	89	212	109	104
ENSG00000170145	1033	907	892	617	579	635	1255	882	907
ENSG00000235286	16	16	23	15	15	15	24	26	22
ENSG00000223324	0	3	2	2	4	4	8	2	2
ENSG00000137707	0	3	1	2	3	1	10	5	6
ENSG00000183644	0	3	1	6	9	5	5	8	5
ENSG00000151117	29	33	32	27	33	34	41	46	40
ENSG00000179057	13	8	6	23	24	25	48	36	22
ENSG00000254966	1	2	2	0	0	4	5	8	2
ENSG00000110786	3	4	6	16	9	9	27	17	18
ENSG00000286998	0	2	0	8	9	0	6	5	1
ENSG00000276789	0	0	0	3	2	1	3	1	0
ENSG00000254529	0	0	0	4	2	0	1	0	1
ENSG00000255511	1	0	0	0	1	2	0	1	1
ENSG00000254541	0	0	0	0	0	1	0	0	1
ENSG00000255536	0	0	0	0	1	1	0	1	1
ENSG00000255244	0	0	0	0	0	0	1	0	0
ENSG00000254738	0	0	0	0	0	1	0	0	0
ENSG00000254720	0	0	0	0	2	0	0	3	0
ENSG00000255424	0	2	0	0	1	0	0	0	0
ENSG00000183695	0	0	0	0	0	0	1	1	2
ENSG00000170255	0	0	0	3	0	2	1	0	3
ENSG00000255406	0	1	0	6	1	1	4	3	4
ENSG00000254648	0	0	1	1	0	0	2	2	1
ENSG00000166086	559	413	492	212	254	286	474	414	483
ENSG00000254481	11	13	9	18	10	23	18	27	26
ENSG00000254616	9	11	4	11	9	12	23	16	12
ENSG00000255348	6	8	7	13	10	10	21	14	10
ENSG00000151502	416	355	471	257	200	210	516	266	293
ENSG00000151500	205	140	272	135	119	115	258	168	163
ENSG00000151498	376	289	479	298	241	249	561	328	383
ENSG00000254442	2	0	0	0	0	0	0	2	2
ENSG00000149311	4916	3068	3989	3999	3826	3906	6869	4812	5022
ENSG00000166105	41	46	45	31	32	31	57	51	62
ENSG00000172489	0	0	0	0	0	0	0	0	0
ENSG00000277932	0	0	1	3	5	1	4	2	4
ENSG00000177030	632	540	680	414	330	408	793	599	607
ENSG00000162105	34	25	32	84	96	79	139	90	96
ENSG00000183560	2	0	0	4	3	1	0	4	9
ENSG00000151503	3156	2295	2805	1937	1688	1746	3064	2249	2402
ENSG00000183020	843	796	780	523	437	438	895	674	626
ENSG00000172893	628	419	638	257	231	220	512	348	435
ENSG00000110074	542	455	559	370	377	383	706	520	524
ENSG00000214063	170	170	157	126	88	122	184	194	167
ENSG00000166337	101	78	129	75	98	82	173	142	147
ENSG00000187049	116	85	141	89	76	99	104	114	109
ENSG00000166444	168	166	120	301	337	325	423	463	440
ENSG00000133812	1180	708	1057	1034	937	950	1850	1167	1235
ENSG00000176009	7	5	5	18	9	7	16	15	9
ENSG00000280021	0	0	0	0	0	0	0	0	0
ENSG00000160695	385	310	424	272	236	289	472	374	406
ENSG00000287556	0	0	0	4	4	2	3	2	5
ENSG00000200168	0	0	0	1	0	0	0	0	2
ENSG00000271390	0	0	1	0	4	5	5	6	1
ENSG00000271584	2	1	7	5	2	5	6	2	4
ENSG00000287028	0	0	0	0	2	1	1	1	0
ENSG00000239354	0	0	0	0	0	0	0	0	0
ENSG00000270202	0	0	0	1	0	0	0	0	1
ENSG00000150750	0	1	0	0	0	0	1	0	0
ENSG00000196167	0	1	0	6	3	1	7	1	2
ENSG00000288097	0	0	0	1	1	1	3	1	1
ENSG00000214290	0	0	0	1	2	0	2	1	0
ENSG00000240698	9	5	2	11	7	2	10	10	9
ENSG00000254730	36	27	32	32	27	34	44	38	39
ENSG00000178105	1488	998	1249	1094	910	984	1617	1259	1345
ENSG00000173456	268	238	215	90	96	98	187	149	174
ENSG00000245385	0	0	0	0	0	0	0	0	0
ENSG00000223953	0	0	0	0	0	0	0	0	0
ENSG00000235718	0	0	0	2	5	5	2	10	6
ENSG00000036672	87	87	70	77	58	71	110	89	87
ENSG00000254590	9	3	5	5	2	6	4	5	9
ENSG00000254892	0	1	2	1	3	0	0	5	3
ENSG00000154096	26	21	13	11	13	13	19	18	14
ENSG00000263873	0	0	0	0	0	0	0	0	0
ENSG00000255377	0	3	0	3	3	2	6	0	3
ENSG00000248712	2	4	12	6	5	4	6	10	10
ENSG00000172927	0	0	0	5	1	0	4	1	1
ENSG00000260877	0	0	0	2	2	0	9	3	2
ENSG00000213275	0	0	0	0	0	0	0	0	0
ENSG00000259854	0	0	0	4	0	1	1	0	1
ENSG00000255606	0	0	0	1	0	0	0	0	0
ENSG00000261347	0	0	0	0	0	0	0	0	0
ENSG00000285094	0	0	0	1	1	1	1	4	4
ENSG00000110092	186	149	132	208	210	209	364	300	350
ENSG00000149716	419	304	439	307	331	323	565	438	448
ENSG00000162344	1	0	0	1	0	3	0	1	1
ENSG00000256441	0	0	0	0	0	0	0	0	0
ENSG00000075388	0	0	0	0	0	0	0	0	0
ENSG00000254478	0	0	0	7	2	0	2	3	0
ENSG00000254621	0	0	0	1	2	4	6	3	3
ENSG00000201535	0	0	0	1	2	1	1	0	0
ENSG00000160683	0	0	0	0	0	0	0	1	1
ENSG00000245869	0	1	0	7	3	1	1	4	3
ENSG00000186174	33	62	41	32	18	20	50	34	30
ENSG00000264211	0	0	0	0	0	0	0	0	0
ENSG00000110375	1	1	1	8	11	9	5	5	9
ENSG00000239726	0	1	2	1	4	1	7	5	3
ENSG00000222529	0	0	0	1	2	4	2	4	2
ENSG00000176302	4	7	2	11	10	8	10	13	18
ENSG00000256269	402	305	368	182	189	214	342	382	364
ENSG00000196600	0	0	3	13	12	21	16	18	24
ENSG00000149187	3077	2567	2644	2255	1817	1876	4058	2543	2835
ENSG00000284713	8	8	5	18	16	15	27	16	12
ENSG00000156738	0	0	0	2	6	7	6	7	4
ENSG00000182261	0	0	0	0	0	1	0	2	1
ENSG00000166840	0	0	0	8	6	6	6	10	12
ENSG00000255274	0	0	0	4	1	0	3	6	0
ENSG00000287725	0	0	0	0	0	0	1	0	0
ENSG00000149483	501	385	423	404	377	409	850	627	704
ENSG00000240823	10	6	14	8	8	7	9	8	3
ENSG00000266006	0	0	0	0	0	0	0	0	0
ENSG00000246820	0	0	0	9	11	9	6	11	14
ENSG00000166407	1	2	4	10	10	7	12	5	10
ENSG00000252778	4	5	7	10	3	4	13	7	11
ENSG00000130413	376	260	472	349	332	370	505	365	395
ENSG00000172508	29	34	33	44	34	34	63	53	49
ENSG00000255051	0	0	0	3	4	1	9	3	4
ENSG00000254676	34	10	14	25	25	36	33	39	45
ENSG00000247137	200	136	198	195	213	187	552	387	384
ENSG00000269939	0	0	0	0	0	0	0	0	0
ENSG00000137494	200	157	227	191	184	208	289	269	244
ENSG00000255541	0	1	0	2	0	1	2	0	0
ENSG00000254551	4	0	2	1	2	7	8	3	10
ENSG00000241020	0	0	0	0	0	0	0	0	0
ENSG00000165494	1844	1177	1597	1885	1854	1838	2882	2619	2850
ENSG00000233436	93	61	35	75	69	62	101	104	88
ENSG00000247595	47	33	42	42	54	49	65	82	82
ENSG00000149043	0	1	0	0	2	1	0	1	0
ENSG00000162194	115	84	135	122	138	147	200	186	211
ENSG00000204397	0	0	0	0	0	0	0	0	0
ENSG00000152404	958	616	869	583	575	616	975	738	832
ENSG00000007372	294	230	190	216	226	219	362	311	364
ENSG00000289116	0	1	0	0	0	0	0	0	0
ENSG00000288788	0	0	0	0	1	0	0	0	0
ENSG00000215841	0	0	0	0	0	1	0	0	0
ENSG00000289631	9	3	6	17	17	17	14	32	33
ENSG00000289465	4	1	0	8	13	9	9	14	13
ENSG00000204241	6	6	6	6	14	12	17	13	15
ENSG00000289232	0	0	0	0	0	1	0	1	0
ENSG00000289625	0	0	0	0	0	1	0	0	0
ENSG00000255521	0	0	2	1	1	0	3	2	1
ENSG00000231698	0	0	0	0	0	0	0	0	0
ENSG00000254453	2	1	2	2	2	1	4	0	3
ENSG00000289343	0	0	0	0	0	0	0	3	0
ENSG00000150676	9	14	7	56	38	38	69	66	43
ENSG00000255005	5	5	3	7	9	15	13	22	12
ENSG00000137501	96	70	108	198	162	143	230	151	167
ENSG00000254780	1	2	1	0	2	1	0	1	0
ENSG00000254879	5	6	4	2	2	5	13	8	8
ENSG00000030066	3042	1943	2552	1822	1626	1629	2958	2206	2175
ENSG00000149428	3349	2073	2358	457	470	507	939	700	732
ENSG00000188997	56	55	38	22	31	22	44	44	39
ENSG00000118369	109	98	147	88	71	80	199	110	136
ENSG00000033327	177	145	151	164	100	106	269	189	197
ENSG00000288538	38	21	38	21	19	16	25	15	22
ENSG00000288853	1	2	3	5	2	2	4	4	9
ENSG00000254420	9	3	6	14	10	12	13	8	17
ENSG00000288393	24	36	19	28	32	25	32	40	44
ENSG00000254649	4	4	4	5	6	7	7	6	7
ENSG00000251323	68	35	61	58	53	64	62	65	68
ENSG00000255084	35	21	26	18	24	20	26	26	26
ENSG00000252033	0	0	2	0	0	0	1	4	0
ENSG00000254697	0	0	0	0	1	2	4	0	2
ENSG00000254563	0	0	0	0	2	0	1	1	0
ENSG00000167283	683	399	779	365	349	376	729	488	538
ENSG00000289518	6	1	1	1	6	3	11	5	7
ENSG00000137513	902	628	867	700	686	738	1208	922	921
ENSG00000254810	0	1	0	0	0	0	2	0	2
ENSG00000158636	859	631	731	1029	847	743	1530	985	1015
ENSG00000240801	0	0	0	0	0	0	0	0	0
ENSG00000129965	0	0	0	0	0	0	0	0	0
ENSG00000207805	0	0	0	0	0	0	0	1	0
ENSG00000099869	0	0	0	1	1	3	0	2	0
ENSG00000254647	0	0	0	0	0	0	1	0	0
ENSG00000180176	0	0	0	0	0	0	1	2	1
ENSG00000265258	0	0	0	0	0	0	0	0	0
ENSG00000183734	1	0	0	1	1	0	0	0	0
ENSG00000110665	0	0	0	2	4	4	2	1	0
ENSG00000064201	5	1	4	10	4	3	14	9	9
ENSG00000207308	0	0	1	1	0	0	1	0	0
ENSG00000238184	4	3	6	2	5	3	7	5	5
ENSG00000236264	3	1	2	2	4	4	5	4	5
ENSG00000199550	0	0	0	0	0	0	0	0	0
ENSG00000244313	184	122	151	63	52	64	137	96	83
ENSG00000149091	528	461	598	235	224	277	425	367	406
ENSG00000289383	0	0	0	0	0	0	1	0	0
ENSG00000167286	0	0	0	0	0	1	3	3	1
ENSG00000160654	2	0	0	3	2	2	2	0	6
ENSG00000285827	6	6	5	7	10	5	12	9	12
ENSG00000137752	0	1	0	2	0	1	1	0	0
ENSG00000162129	1439	1043	1219	360	395	399	808	686	735
ENSG00000204361	5	3	4	8	3	3	4	0	7
ENSG00000095110	20	12	8	26	31	30	27	36	35
ENSG00000273003	2	0	1	1	1	1	0	0	0
ENSG00000110025	29	10	33	22	18	15	22	33	18
ENSG00000168061	132	111	113	65	64	71	161	91	116
ENSG00000168060	9	3	8	20	17	6	29	27	31
ENSG00000146670	911	755	877	762	672	753	1267	903	946
ENSG00000162300	25	15	47	17	5	11	35	25	22
ENSG00000187066	9	13	8	15	6	14	24	32	23
ENSG00000254501	0	1	0	0	0	0	0	0	0
ENSG00000149809	161	126	167	60	85	99	110	158	180
ENSG00000174276	75	75	83	73	40	66	134	83	113
ENSG00000255173	0	0	0	0	0	0	0	0	0
ENSG00000278952	19	16	12	12	21	13	30	33	32
ENSG00000149806	1629	1188	1777	603	484	625	1379	862	950
ENSG00000162298	450	412	376	159	172	182	286	253	276
ENSG00000149792	472	361	488	251	180	216	451	355	381
ENSG00000284489	0	0	0	0	0	0	0	0	0
ENSG00000254455	2	0	0	3	4	4	3	5	2
ENSG00000222477	0	0	0	2	2	2	2	5	1
ENSG00000255058	0	0	0	3	1	2	3	3	1
ENSG00000255200	1	5	1	6	14	7	10	13	12
ENSG00000254614	5	1	12	11	10	9	17	20	6
ENSG00000014216	427	379	472	159	137	181	335	208	267
ENSG00000197847	3	9	11	9	8	2	14	15	14
ENSG00000254558	0	0	0	0	0	0	0	0	0
ENSG00000255235	0	0	0	0	0	0	0	0	0
ENSG00000254617	0	0	0	0	0	0	0	0	0
ENSG00000254785	0	1	0	0	0	0	0	0	0
ENSG00000189253	0	0	0	0	0	0	0	0	0
ENSG00000184281	283	251	276	134	108	174	242	231	220
ENSG00000230483	0	0	0	0	0	0	0	0	0
ENSG00000070985	4	12	3	18	39	36	36	93	84
ENSG00000255055	0	0	0	0	0	0	0	0	0
ENSG00000223417	0	0	0	0	0	0	0	0	0
ENSG00000233802	0	0	0	0	0	0	0	0	0
ENSG00000254818	0	0	0	0	0	0	0	0	0
ENSG00000278837	0	0	0	0	0	0	0	0	0
ENSG00000255360	0	0	0	0	0	0	0	0	0
ENSG00000254655	0	0	0	0	0	0	0	0	0
ENSG00000255305	0	0	0	0	0	0	0	0	0
ENSG00000237706	0	0	0	0	0	0	1	0	0
ENSG00000225581	0	0	0	0	1	0	0	1	0
ENSG00000255184	0	0	0	2	0	0	1	1	0
ENSG00000204449	0	0	0	0	0	0	0	0	0
ENSG00000254803	0	0	0	0	0	0	0	0	0
ENSG00000254916	0	0	0	1	1	0	0	1	0
ENSG00000223709	0	0	0	4	1	0	0	2	0
ENSG00000255011	0	0	0	0	0	0	0	0	1
ENSG00000254888	0	0	0	1	1	1	0	0	0
ENSG00000255009	0	0	0	0	0	0	0	2	2
ENSG00000204450	0	0	0	1	0	0	0	0	0
ENSG00000137731	4	0	1	6	5	6	1	1	6
ENSG00000254844	0	0	0	0	0	0	0	0	0
ENSG00000255245	0	0	1	0	0	0	0	0	0
ENSG00000254528	2	3	3	3	3	4	7	2	3
ENSG00000137726	11	10	40	17	16	15	39	24	30
ENSG00000110324	14	8	19	25	26	16	60	21	35
ENSG00000255328	0	2	0	3	2	0	10	6	3
ENSG00000270435	0	0	0	4	2	4	4	3	9
ENSG00000170955	0	0	0	0	1	4	1	0	1
