Geneid	mock1	mock2	cov1	cov2
BSND	2	0	2	0
PCSK9	1	2	0	0
USP24	6677	6705	4258	4678
LOC100507634	33	33	21	26
MIR4422	0	0	0	0
PPAP2B	320	253	155	167
PRKAA2	3314	3539	2020	2359
C1orf168	20	17	12	9
C8A	0	0	0	0
C8B	0	0	1	1
DAB1	33	23	5	8
DAB1-AS1	1	0	3	2
OMA1	1734	1878	950	1071
TACSTD2	0	2	2	1
MYSM1	5363	5584	3485	3761
JUN	5877	6393	4737	4956
LINC01135	0	4	7	6
LINC01358	0	3	2	1
HSD52	1	2	7	0
FGGY	210	234	83	70
MIR4711	0	0	0	0
LOC101926944	2	4	1	0
HOOK1	4111	4160	1946	2172
CYP2J2	75	71	48	68
C1orf87	0	1	1	2
LOC101926964	3	1	1	1
NFIA-AS2	1	3	1	0
NFIA	1690	1530	1145	1362
NFIA-AS1	22	18	14	20
MGC34796	3	1	3	2
TM2D1	1052	1225	421	385
INADL	3604	3388	1468	1541
MIR3116-1	0	0	0	0
MIR3116-2	0	0	0	0
L1TD1	2	2	1	0
KANK4	6	1	1	0
USP1	13354	15292	6038	6703
DOCK7	4477	4561	2675	2741
ANGPTL3	57	81	31	41
ATG4C	2052	2339	968	1023
LINC00466	1	3	2	4
FOXD3-AS1	167	165	65	64
FOXD3	97	110	85	55
MIR6068	0	0	1	1
ALG6	1538	1814	1000	1065
ITGB3BP	2803	3168	1324	1437
EFCAB7	816	912	392	410
DLEU2L	106	139	55	54
PGM1	2464	2340	1442	1316
ROR1	751	731	238	306
ROR1-AS1	39	32	11	19
UBE2U	0	0	0	0
CACHD1	1655	1604	993	1106
MIR4794	0	1	0	0
RAVER2	2781	2755	1587	1775
JAK1	4086	4133	2207	2377
LINC01359	24	36	7	18
MIR3671	4	4	0	2
MIR101-1	3	1	4	0
AK4	1558	1594	950	1040
DNAJC6	780	735	466	505
LEPROT	1433	1522	656	683
LEPR	1320	1356	505	596
PDE4B	81	86	37	63
LOC101927139	0	0	0	1
SGIP1	2	5	8	9
MIR3117	0	0	0	0
TCTEX1D1	0	1	2	4
INSL5	1	0	5	2
WDR78	343	300	179	187
MIER1	4608	5030	2497	2866
SLC35D1	1420	1579	738	708
C1orf141	0	0	4	5
IL23R	2	2	19	12
IL12RB2	105	78	127	143
SERBP1	24191	26905	12995	14394
GADD45A	920	1118	239	276
GNG12	4142	4862	2523	2646
GNG12-AS1	95	77	67	58
DIRAS3	3	7	7	9
WLS	2875	2796	1646	1646
MIR1262	17	4	6	8
RPE65	1	2	3	1
DEPDC1	5743	6635	2819	3192
DEPDC1-AS1	7	13	3	9
LRRC7	3	0	5	4
PIN1P1	1	1	0	0
LRRC40	2707	3190	1400	1508
SRSF11	8136	8940	4499	5221
ANKRD13C	2611	2600	1581	1675
HHLA3	231	209	92	114
CTH	2680	2716	469	509
LOC101927244	1	0	0	0
PTGER3	11	8	25	43
ZRANB2-AS1	39	35	18	25
ZRANB2	9152	11075	4126	4671
MIR186	17	33	28	26
ZRANB2-AS2	18	20	8	5
NEGR1	5	4	4	4
NEGR1-IT1	0	0	0	0
LINC01360	4	0	0	1
LRRIQ3	114	151	39	42
FPGT-TNNI3K	0	0	0	0
FPGT	947	1453	374	438
TNNI3K	2	4	0	2
ERICH3	1	0	1	2
ERICH3-AS1	0	1	0	0
CRYZ	542	664	280	311
TYW3	1271	1329	847	907
LHX8	100	104	48	45
SLC44A5	1095	1106	501	568
ACADM	3283	3559	1550	1671
DLSTP1	405	390	182	210
RABGGTB	5796	7084	3058	3216
SNORD45C	109	178	69	68
SNORD45A	208	266	129	125
SNORD45B	152	174	89	92
MSH4	65	71	35	37
ASB17	0	0	1	3
LOC101927342	0	1	0	1
ST6GALNAC3	342	298	141	164
ST6GALNAC5	30	25	16	11
MIR7156	0	0	1	0
PIGK	3698	4284	1890	2038
AK5	125	132	45	56
ZZZ3	6007	6385	3388	3559
USP33	4426	4811	2216	2563
FAM73A	1341	1529	729	826
NEXN-AS1	22	33	16	19
NEXN	411	474	236	263
FUBP1	6148	6523	4171	4694
DNAJB4	791	861	373	402
GIPC2	2	7	7	12
MGC27382	1	1	7	5
PTGFR	626	662	259	247
IFI44L	23	17	6	17
IFI44	0	0	1	3
ADGRL4	0	0	1	0
LOC101927412	0	0	0	0
LOC101927434	0	0	0	0
ADGRL2	3969	3766	2473	2555
LINC01361	9	10	5	3
LOC101927587	4	4	3	3
LOC101927560	3	4	3	1
TTLL7	590	568	274	319
PRKACB	1118	1122	681	814
SAMD13	72	95	9	21
UOX	3	3	4	2
DNASE2B	4	2	0	3
RPF1	2373	2743	1305	1404
GNG5	850	1100	421	490
SPATA1	63	51	20	22
CTBS	880	1154	270	274
LINC01461	40	29	6	10
LINC01555	2	3	1	2
SSX2IP	3180	3515	1571	1752
LPAR3	353	303	200	173
MCOLN2	321	392	216	239
MCOLN3	564	581	302	299
WDR63	212	230	99	91
MIR4423	0	1	0	0
SYDE2	1069	1056	540	567
C1orf52	1343	1597	742	844
BCL10	621	618	396	410
LOC646626	7	3	4	5
DDAH1	1375	1488	864	1015
CYR61	348	466	237	285
ZNHIT6	1966	2041	1299	1409
COL24A1	189	212	87	117
ODF2L	1459	1720	655	749
MIR7856	3	2	2	1
CLCA2	3	3	2	1
CLCA1	0	0	0	0
CLCA4	4	1	2	1
CLCA3P	4	2	1	1
SH3GLB1	3177	3629	1892	2185
15-Sep	4985	6202	2201	2493
HS2ST1	3472	3777	1971	2145
LINC01140	24	17	25	24
LOC101927844	0	0	1	1
LMO4	1710	1957	742	913
LINC01364	10	16	5	3
PKN2-AS1	84	78	37	29
PKN2	5892	6586	3222	3628
GTF2B	1284	1307	720	755
CCBL2	2514	2860	930	980
RBMXL1	1173	1244	779	751
GBP3	7	11	5	2
GBP1	4	4	2	2
GBP2	12	9	12	4
GBP7	0	0	2	1
GBP4	1	0	1	0
GBP5	0	0	2	2
LOC729930	6	9	4	7
GBP6	5	1	4	2
GBP1P1	21	23	10	6
LRRC8B	939	1026	680	835
FLJ27354	15	21	7	2
LRRC8C	993	1078	707	829
LRRC8D	1488	1441	470	486
GEMIN8P4	69	61	36	36
ZNF326	1717	1983	1094	1120
BARHL2	50	42	28	31
ZNF644	6380	6385	3275	3408
HFM1	428	517	137	138
CDC7	5732	6435	2652	2676
TGFBR3	971	1006	562	641
BRDT	3	1	2	0
EPHX4	80	76	61	56
SETSIP	222	219	137	152
BTBD8	189	234	64	66
KIAA1107	704	711	204	246
C1orf146	12	8	7	2
GLMN	994	1156	563	626
RPAP2	1485	1526	921	942
GFI1	314	325	140	160
EVI5	1809	1944	1179	1252
RPL5	49084	50881	17916	18443
FAM69A	976	915	582	618
SNORD21	73	86	42	52
SNORA66	42	44	22	39
MTF2	4539	5038	2471	2735
TMED5	5062	6161	2580	3130
CCDC18	2817	2878	1153	1311
LOC100131564	1099	1227	227	212
DR1	3432	4230	1782	2177
FNBP1L	1795	1812	962	1004
BCAR3	200	172	108	103
LOC100129046	9	12	10	11
MIR760	0	0	3	1
DNTTIP2	3703	3850	3274	3338
GCLM	505	556	362	431
ABCA4	3	3	2	2
ARHGAP29	1193	1233	531	646
ABCD3	3116	3440	2154	2408
F3	98	94	52	46
LINC01057	27	28	13	8
MIR378G	0	0	0	0
SLC44A3	110	94	68	71
CNN3	5922	6659	2448	2554
LOC729970	98	107	35	59
ALG14	250	290	168	175
TMEM56	735	905	361	428
TMEM56-RWDD3	18	28	10	16
LOC101928118	11	10	7	10
RWDD3	372	509	149	178
FLJ31662	1	1	2	0
LOC100996635	0	0	0	1
LOC102723661	0	0	1	0
LOC101928241	0	0	1	0
PTBP2	1595	1773	1249	1300
DPYD	18	15	8	10
DPYD-AS1	0	0	0	0
DPYD-AS2	1	0	0	0
MIR137HG	3	5	1	0
MIR2682	0	0	0	0
MIR137	0	0	0	0
LOC729987	0	2	0	0
SNX7	1071	1053	575	579
LPPR5	3	7	3	3
LOC100129620	0	0	0	0
LPPR4	34	23	18	23
LOC101928270	1	0	0	0
MIR548N	3	0	1	0
PALMD	10	9	7	11
FRRS1	408	385	306	315
AGL	2938	2854	2311	2548
SLC35A3	1287	1537	670	775
HIAT1	2496	2796	1404	1513
SASS6	2653	2895	1388	1594
TRMT13	856	951	503	572
LRRC39	80	97	88	82
DBT	1880	1974	938	1088
RTCA-AS1	39	54	24	15
RTCA	1370	1663	627	680
MIR553	8	7	1	4
CDC14A	379	422	214	258
GPR88	5	4	2	1
LINC01349	0	0	0	0
VCAM1	2	0	1	2
EXTL2	888	961	428	442
SLC30A7	1932	2213	1280	1485
DPH5	2325	2398	740	726
LOC102606465	199	258	95	91
LOC101928370	3	1	3	3
S1PR1	63	48	37	58
LINC01307	0	0	0	0
OLFM3	5	5	4	1
DNAJA1P5	1	1	1	0
COL11A1	0	2	2	1
LOC101928436	2	1	0	1
RNPC3	942	966	404	442
AMY2B	77	85	33	38
ACTG1P4	13	8	14	4
AMY2A	0	0	0	0
AMY1A	2	0	1	1
AMY1C	0	0	0	0
AMY1B	0	0	0	0
LOC100129138	14	8	3	3
LOC101928476	0	0	0	0
PRMT6	789	832	570	706
NTNG1	50	56	21	24
VAV3	313	289	167	196
MIR7852	0	0	0	0
VAV3-AS1	0	0	0	1
SLC25A24	2801	3215	1489	1829
NBPF4	0	0	0	0
NBPF6	1	0	0	0
FAM102B	1684	1783	823	1067
HENMT1	1	0	1	0
PRPF38B	2875	2875	1920	2412
FNDC7	16	13	43	32
STXBP3	2453	2939	1026	1130
AKNAD1	1	5	2	6
SPATA42	0	0	0	1
GPSM2	1695	1701	697	737
CLCC1	1869	2004	986	1180
WDR47	1435	1474	688	835
TAF13	335	378	192	227
TMEM167B	1579	1676	577	647
SCARNA2	14743	16062	6457	6005
C1orf194	14	11	12	16
KIAA1324	27	23	19	18
SARS	12537	12817	3323	3472
CELSR2	774	739	525	628
PSRC1	718	699	377	413
MYBPHL	3	4	4	5
SORT1	2696	2464	1775	2036
PSMA5	3703	4106	2054	2079
SYPL2	258	160	124	179
ATXN7L2	116	123	72	99
CYB561D1	294	295	136	131
AMIGO1	134	102	64	79
GPR61	26	19	19	25
GNAI3	5451	6347	2482	2605
MIR197	5	6	2	2
GNAT2	74	43	48	39
AMPD2	658	614	354	395
GSTM4	174	210	86	93
GSTM2	287	278	133	141
GSTM1	4	4	2	2
GSTM5	2	4	0	0
GSTM3	1412	1432	746	697
EPS8L3	1	1	1	1
CSF1	78	87	78	92
AHCYL1	4650	4782	2331	2506
STRIP1	1352	1316	684	695
ALX3	141	151	63	64
LINC01397	14	10	2	7
UBL4B	4	11	2	3
SLC6A17	23	38	16	24
KCNC4-AS1	6	12	3	3
KCNC4	249	227	128	143
LOC440600	31	15	19	22
RBM15	3131	3117	1773	1847
SLC16A4	398	465	177	228
LAMTOR5	1390	1608	723	799
LAMTOR5-AS1	27	31	13	7
PROK1	4	0	3	3
CYMP	0	0	2	1
LOC440602	0	0	3	0
KCNA10	0	0	1	1
KCNA2	27	14	10	10
KCNA3	97	110	49	67
CD53	13	6	4	1
LRIF1	997	1076	362	405
DRAM2	3201	3796	882	925
CEPT1	2563	2664	1175	1246
DENND2D	50	66	33	32
CHI3L2	1	0	3	5
CHIAP2	0	0	5	5
CHIA	1	0	6	0
PIFO	24	21	13	12
PGCP1	2	1	7	5
OVGP1	257	225	138	141
WDR77	1111	1085	1213	1279
ATP5F1	3710	4193	2296	2261
C1orf162	38	32	9	14
TMIGD3	1	0	1	0
ADORA3	2	1	3	1
LINC01160	12	10	2	3
RAP1A	1672	1990	955	1029
FAM212B	206	189	103	132
FAM212B-AS1	13	11	9	6
LOC101928718	6	4	2	5
DDX20	2249	2356	1580	1634
KCND3	8	9	13	9
KCND3-IT1	1	0	0	0
KCND3-AS1	1	0	0	0
LOC643355	9	4	4	4
CTTNBP2NL	1441	1366	892	922
MIR4256	7	8	3	2
WNT2B	98	112	36	58
ST7L	851	848	408	492
CAPZA1	8079	9578	4391	4972
MOV10	1014	1005	597	635
RHOC	954	1122	432	442
PPM1J	105	121	51	49
FAM19A3	2	2	7	1
LINC01356	9	15	5	8
SLC16A1	11547	11852	6718	7443
AKR7A2P1	59	82	38	37
SLC16A1-AS1	495	502	136	133
LOC100996251	179	150	74	79
LRIG2	1616	1733	846	897
LOC643441	0	0	0	0
MAGI3	1730	1874	1045	1206
PHTF1	985	955	506	599
RSBN1	2014	2131	1166	1310
AP4B1-AS1	46	49	23	21
PTPN22	7	9	13	12
BCL2L15	21	15	27	16
AP4B1	296	386	222	221
DCLRE1B	1232	1245	712	738
HIPK1-AS1	40	25	15	9
HIPK1	2789	2910	1797	2003
OLFML3	6	5	4	8
SYT6	54	58	33	22
TRIM33	3883	4086	2192	2472
BCAS2	1854	2500	911	1041
DENND2C	784	874	390	440
AMPD1	4	8	8	9
NRAS	4589	5489	2664	3031
CSDE1	42315	45031	20387	21542
SIKE1	4262	4847	2156	2582
SYCP1	0	0	2	0
TSHB	1	2	2	3
TSPAN2	422	412	148	151
NGF	4	10	1	2
VANGL1	785	796	635	776
CASQ2	3	6	4	4
NHLH2	117	115	47	62
LOC101928995	5	1	0	0
LOC101928977	8	11	1	2
SLC22A15	300	341	146	158
MAB21L3	2	6	6	0
ATP1A1	10253	10307	6307	6920
ATP1A1-AS1	102	104	54	69
LOC101929023	2	0	2	3
CD58	251	295	125	168
MIR548AC	0	0	0	0
IGSF3	914	757	504	572
MIR320B1	0	0	0	0
C1orf137	0	0	0	0
CD2	0	0	0	0
PTGFRN	1620	1691	1226	1401
CD101	33	29	34	45
LOC101929099	14	10	11	10
TTF2	2755	2712	1781	1779
MIR942	2	7	0	4
TRIM45	522	539	213	193
VTCN1	4	6	5	8
LINC01525	1	0	0	0
MAN1A2	5822	5902	2923	3442
LOC100996263	1	0	0	0
FAM46C	559	467	253	328
GDAP2	2943	3232	1455	1628
WDR3	4065	4371	2732	2811
SPAG17	62	76	25	34
TBX15	4	7	22	24
WARS2	1393	1602	605	602
WARS2-IT1	7	5	5	3
LOC101929147	580	561	280	298
HAO2	8	1	10	10
HAO2-IT1	2	0	0	0
HSD3B2	2	0	3	4
HSD3B1	0	0	0	0
HSD3BP4	50	28	11	5
LINC00622	12	14	1	4
ZNF697	772	815	357	461
PHGDH	7686	7339	3064	3114
HMGCS2	1	1	3	1
REG4	2	0	1	1
NBPF7	0	1	1	2
ADAM30	0	0	1	1
NOTCH2	3846	3833	2778	3076
SEC22B	830	904	311	335
PFN1P2	53	52	11	31
NBPF8	256	259	101	112
RNVU1-19	12	15	4	5
PPIAL4A	22	16	8	11
LINC00623	57	61	22	40
RNVU1-20	0	0	0	0
RNVU1-4	0	0	0	0
FCGR1B	0	1	0	1
HIST2H2BA	12	7	17	14
FAM72B	151	182	80	82
SRGAP2C	142	123	75	75
SRGAP2-AS1	14	5	4	6
EMBP1	58	63	30	33
LOC645166	4	7	0	1
RNVU1-17	2	1	3	1
LOC388692	0	0	0	0
FAM231D	0	0	0	0
FCGR1C	0	0	0	0
FAM72C	8	18	7	13
SRGAP2D	18	12	9	12
LOC101060524	0	0	0	0
DRD5P2	0	0	0	0
PPIAL4F	0	0	0	0
PPIAL4D	0	0	0	0
PPIAL4E	0	0	0	0
RNVU1-15	14	22	31	40
NBPF15	573	573	222	258
SRGAP2B	63	58	32	42
FAM72D	65	74	35	50
LOC103091866	13	10	6	6
RNVU1-14	60	53	59	69
NBPF20	89	97	57	55
NBPF25P	20	30	4	13
GPR89A	106	105	48	46
PDZK1	23	21	20	27
CD160	42	48	31	27
RNF115	593	692	391	409
POLR3C	1888	1952	980	939
NUDT17	76	67	52	55
PIAS3	538	549	428	438
MIR6736	0	0	0	0
ANKRD35	0	2	4	4
ITGA10	5	20	13	8
PEX11B	749	823	343	333
GNRHR2	21	31	17	16
RBM8A	2803	3092	1616	1755
LIX1L	1052	1245	673	848
ANKRD34A	110	111	61	86
POLR3GL	842	1033	315	314
TXNIP	8453	9562	1055	1063
HFE2	2	1	0	2
RNVU1-6	3	8	8	5
LOC101928979	37	41	15	26
NBPF10	69	69	44	48
NOTCH2NL	29	36	13	24
NUDT4P2	0	0	0	0
NUDT4P1	0	0	0	0
CH17-408M7.1	2	2	0	1
HYDIN2	1	0	1	1
NBPF12	351	347	192	191
LOC728989	1	1	2	2
RNVU1-8	5	10	8	9
NBPF13P	4	5	10	8
PRKAB2	3870	4065	1143	1221
PDIA3P1	1067	1062	570	630
FMO5	97	61	23	31
CHD1L	3023	3190	1557	1608
LINC00624	4	7	4	3
BCL9	716	680	576	689
ACP6	723	690	266	300
GJA5	11	14	7	9
GJA8	3	0	3	2
GPR89B	75	86	27	43
PDZK1P1	19	29	12	12
RNVU1-7	1	0	3	3
NBPF11	117	133	63	69
LOC101927468	2	0	0	0
MIR5087	11	9	28	30
RNVU1-1	7	6	2	2
MIR6077	7	4	6	5
RNU1-13P	9	11	6	10
LOC100132057	85	114	56	43
RNVU1-3	9	5	3	8
LINC01138	140	155	60	72
PPIAL4G	2	2	2	1
NBPF14	114	95	78	65
PDE4DIP	550	504	262	286
LOC653513	6	8	2	5
NBPF9	208	181	104	94
PPIAL4C	30	25	24	14
LINC00869	52	52	27	32
HIST2H2BF	775	693	1037	1048
FCGR1A	0	1	3	4
HIST2H3D	326	278	380	372
HIST2H4B	0	0	0	0
HIST2H4A	0	0	0	0
HIST2H3A	0	0	0	0
HIST2H3C	0	0	0	0
HIST2H2AA3	0	0	0	0
HIST2H2AA4	0	0	0	0
HIST2H2BC	30	29	24	24
HIST2H2BE	2033	1620	1547	1538
HIST2H2AC	3641	3659	2609	2628
HIST2H2AB	1497	1443	818	825
BOLA1	543	531	140	145
SV2A	774	672	467	527
SF3B4	589	588	593	700
MTMR11	222	211	98	101
OTUD7B	2150	2187	1114	1169
VPS45	1715	1817	1063	1083
PLEKHO1	399	354	237	262
ANP32E	8251	9485	4398	5376
CA14	97	75	54	53
APH1A	3041	2940	1511	1602
C1orf54	296	310	90	108
CIART	46	40	22	15
MRPS21	3377	3508	1516	1628
PRPF3	1627	1555	1341	1332
RPRD2	2660	2597	1641	1735
TARS2	1006	970	597	658
MIR6878	1	1	1	0
ECM1	19	22	17	13
FALEC	19	19	6	8
ADAMTSL4	42	46	31	24
MIR4257	1	1	1	0
ADAMTSL4-AS1	26	26	11	10
MCL1	4884	5050	3167	3693
ENSA	4686	4647	2453	2626
GOLPH3L	1855	2001	795	915
HORMAD1	49	50	23	27
CTSS	10	5	10	15
CTSK	58	57	32	24
ARNT	1897	1912	953	1089
SETDB1	1964	1928	1160	1221
CERS2	5194	5042	2368	2458
ANXA9	143	126	61	70
FAM63A	316	335	174	206
PRUNE	1087	1034	535	575
BNIPL	52	49	33	22
C1orf56	112	117	64	69
CDC42SE1	1661	1789	1131	1187
MLLT11	766	731	461	521
GABPB2	294	284	153	159
SEMA6C	210	175	90	113
TNFAIP8L2-SCNM1	0	0	0	0
TNFAIP8L2	38	32	15	21
LYSMD1	806	836	293	381
SCNM1	24	27	13	18
TMOD4	12	2	13	10
VPS72	1614	1764	817	885
PIP5K1A	4231	4167	2496	2643
PSMD4	2195	2376	1134	1118
ZNF687	884	864	551	605
PI4KB	2069	2069	1228	1298
RFX5	2915	2727	1320	1422
GBAT2	27	21	24	21
SELENBP1	257	245	87	109
PSMB4	4728	5013	2594	2620
POGZ	3379	3293	2103	2307
CGN	308	303	226	225
TUFT1	285	332	174	177
MIR554	2	0	2	4
SNX27	2452	2492	1639	1901
CELF3	77	61	37	27
RIIAD1	2	0	3	4
MRPL9	1378	1434	792	865
OAZ3	39	45	19	24
TDRKH	436	459	311	268
LINGO4	2	0	3	1
RORC	1	5	3	3
C2CD4D	0	0	0	0
LOC100132111	1	1	1	0
THEM5	0	0	0	0
THEM4	309	370	229	230
S100A10	1158	1150	597	667
NBPF18P	5	1	4	2
S100A11	453	424	309	360
LOC100131107	0	0	0	0
TCHHL1	0	0	0	1
TCHH	4	9	2	1
RPTN	0	1	3	1
HRNR	0	0	7	2
FLG	1	3	3	3
FLG-AS1	0	0	1	1
FLG2	1	0	0	1
CRNN	0	0	0	0
LCE5A	0	0	0	0
CRCT1	0	1	0	0
LCE3E	0	0	0	0
LCE3D	0	0	0	0
LCE3C	0	0	0	0
LCE3B	0	0	0	0
LCE3A	0	0	0	0
LCE2D	0	0	0	0
LCE2C	0	0	0	0
LCE2B	0	0	0	0
LCE2A	0	0	0	0
LCE4A	0	0	0	0
C1orf68	0	0	0	0
KPRP	0	0	1	0
LCE1F	0	0	0	0
LCE1E	0	1	1	0
LCE1D	0	0	0	0
LCE1C	0	0	0	0
LCE1B	0	0	1	1
LCE1A	0	0	0	0
LCE6A	0	0	1	0
SMCP	0	0	0	0
IVL	0	0	0	0
SPRR4	0	0	0	0
SPRR1A	0	0	0	0
SPRR3	1	0	0	0
SPRR1B	0	0	0	0
SPRR2D	0	0	1	0
SPRR2A	0	0	0	0
SPRR2B	0	0	0	0
SPRR2E	1	0	0	0
SPRR2F	2	2	0	1
SPRR2C	0	0	0	0
SPRR2G	0	0	0	0
LOC101928009	0	0	0	0
LELP1	0	0	0	0
PRR9	0	0	0	0
LOR	0	0	0	0
PGLYRP3	0	0	0	0
PGLYRP4	0	0	0	0
S100A9	0	0	0	0
S100A12	0	0	0	0
S100A8	0	0	1	0
S100A7A	0	0	1	0
S100A7L2	0	0	0	0
S100A7	1	1	0	0
S100A6	0	0	0	0
S100A5	3	1	1	1
S100A4	38	22	12	6
LOC101928034	1	0	0	1
S100A3	1	0	0	0
S100A2	6	3	4	4
S100A16	3	7	1	1
S100A14	2	0	2	2
S100A13	777	821	399	400
S100A1	35	26	10	12
CHTOP	3191	3345	1574	1610
SNAPIN	846	891	414	413
ILF2	12268	13337	6587	6890
NPR1	7	9	4	11
MIR8083	0	0	0	0
INTS3	2041	1988	1328	1377
SLC27A3	105	119	69	75
LOC343052	1	1	1	1
GATAD2B	3198	3289	2123	2601
DENND4B	751	759	433	517
CRTC2	602	640	391	427
SLC39A1	1733	1772	1012	1155
MIR6737	0	1	1	0
CREB3L4	278	288	76	68
JTB	2438	2416	1416	1451
RAB13	896	914	381	413
RPS27	218	239	91	101
NUP210L	96	83	70	70
MIR5698	0	0	0	0
TPM3	4807	5082	2905	3167
MIR190B	0	0	0	0
C1orf189	7	10	6	2
C1orf43	12151	12718	4463	4542
UBAP2L	3173	3207	2499	2799
HAX1	3894	4238	1252	1298
AQP10	2	2	1	3
ATP8B2	1790	1747	1304	1398
IL6R	247	198	90	106
SHE	3	6	2	6
TDRD10	1	3	1	1
UBE2Q1	1526	1527	1004	1188
UBE2Q1-AS1	18	11	10	10
CHRNB2	36	31	27	29
ADAR	6795	6996	4607	4990
KCNN3	80	60	50	55
PMVK	324	356	203	234
PBXIP1	414	342	120	161
PYGO2	799	875	605	649
SHC1	743	812	393	467
CKS1B	927	1016	312	390
MIR4258	4	7	5	8
FLAD1	1072	948	616	665
LENEP	19	15	15	14
ZBTB7B	384	329	229	210
DCST2	45	37	11	12
DCST1	22	24	7	7
LOC100505666	88	110	45	36
ADAM15	801	782	477	434
EFNA4	98	74	68	75
EFNA3	233	196	140	143
EFNA1	120	123	99	99
SLC50A1	882	834	404	421
DPM3	298	334	96	94
KRTCAP2	803	807	464	481
TRIM46	60	48	29	28
MUC1	32	33	17	13
MIR92B	0	4	2	2
THBS3	467	397	111	108
MTX1	235	207	150	124
GBAP1	40	42	22	24
GBA	155	187	157	183
FAM189B	903	879	558	622
SCAMP3	857	808	533	508
CLK2	1346	1299	752	810
HCN3	193	188	92	122
PKLR	4	3	8	1
FDPS	2114	2228	1006	1096
RUSC1-AS1	24	40	10	12
RUSC1	802	754	459	515
ASH1L	7149	6761	4699	5100
MIR555	2	1	0	1
POU5F1P4	9	9	5	4
ASH1L-AS1	140	135	52	64
MSTO1	80	92	45	35
MSTO2P	114	87	46	39
YY1AP1	1933	1811	833	889
DAP3	4218	4512	1954	2100
GON4L	1904	1868	1234	1291
SYT11	138	164	67	84
RIT1	1567	1620	765	835
KIAA0907	4100	4231	2174	2433
SNORA80E	19	30	10	15
SCARNA4	26	38	23	24
RXFP4	6	6	10	4
ARHGEF2	1635	1566	489	588
MIR6738	0	2	1	0
SSR2	5221	5343	1683	1736
UBQLN4	750	775	507	500
LAMTOR2	751	783	369	377
RAB25	10	6	3	2
MEX3A	882	835	581	721
LMNA	753	687	334	394
SEMA4A	94	129	22	26
SLC25A44	488	504	395	522
PMF1	562	591	274	283
PMF1-BGLAP	0	0	0	0
BGLAP	7	5	1	1
PAQR6	165	126	49	43
SMG5	2524	2498	1663	1790
TMEM79	91	121	80	77
GLMP	403	394	244	297
VHLL	3	5	2	6
CCT3	18041	17664	9868	10432
TSACC	63	54	50	50
RHBG	6	8	3	2
C1orf61	43	49	21	29
MIR9-1	1	3	0	1
MEF2D	510	523	305	384
IQGAP3	3566	3564	1153	1219
TTC24	2	1	5	8
APOA1BP	1083	1035	759	831
GPATCH4	1066	1042	1171	1158
HAPLN2	38	44	11	7
BCAN	23	18	16	8
NES	349	297	152	156
CRABP2	423	408	189	225
ISG20L2	937	930	876	926
RRNAD1	743	635	285	261
MRPL24	1261	1369	648	652
HDGF	4983	4932	3721	4244
PRCC	1275	1270	920	1116
SH2D2A	88	80	30	35
NTRK1	12	12	2	4
INSRR	6	9	5	2
PEAR1	12	8	3	1
LRRC71	14	12	9	6
ARHGEF11	1138	1078	766	821
MIR765	3	4	3	1
ETV3L	0	0	0	0
ETV3	568	525	353	356
CYCSP52	6	9	5	0
FCRL5	0	0	0	0
FCRL4	0	0	0	0
FCRL3	0	1	0	1
FCRL2	0	0	0	0
FCRL1	0	0	0	0
CD5L	0	0	0	0
KIRREL	967	999	645	734
LOC646268	0	1	0	1
CD1D	15	18	7	12
CD1A	0	0	1	0
CD1C	0	0	0	0
CD1B	0	0	0	0
CD1E	0	0	1	0
OR10T2	0	0	0	0
OR10K2	0	0	0	0
OR10K1	0	0	0	0
OR10R2	0	0	0	0
OR6Y1	0	0	0	0
OR6P1	0	0	0	0
OR10X1	0	0	0	0
OR10Z1	0	0	0	0
SPTA1	0	0	0	0
OR6K2	0	0	0	0
OR6K3	0	0	0	0
OR6K6	0	0	0	0
OR6N1	0	0	0	0
OR6N2	0	0	0	0
MNDA	0	0	0	0
PYHIN1	0	0	0	0
IFI16	2	1	2	2
AIM2	0	0	0	0
CADM3	0	0	0	0
CADM3-AS1	0	0	0	0
ACKR1	0	0	0	0
FCER1A	0	0	0	0
OR10J3	0	0	0	0
OR10J1	0	0	0	0
OR10J5	0	0	0	0
APCS	0	0	0	0
CRP	2	0	0	1
DUSP23	0	0	1	2
FCRL6	0	0	0	2
SLAMF8	1	0	4	2
C1orf204	3	6	1	3
VSIG8	1	3	0	0
CFAP45	21	29	8	10
MIR4259	0	0	0	0
TAGLN2	2191	2195	1199	1190
IGSF9	26	23	14	17
SLAMF9	0	1	0	1
LINC01133	0	0	0	0
PIGM	619	619	338	359
KCNJ10	42	38	21	30
KCNJ9	2	3	1	3
IGSF8	266	306	139	141
ATP1A2	4	1	10	5
ATP1A4	2	1	6	6
CASQ1	5	3	9	8
LOC729867	36	30	25	19
PEA15	2087	2129	947	1077
DCAF8	3049	3034	1322	1454
PEX19	2929	3097	1518	1551
COPA	7336	7740	2701	2819
SUMO1P3	342	362	128	165
NCSTN	1162	1203	619	653
NHLH1	11	12	15	10
VANGL2	923	910	517	579
SLAMF6	4	1	0	0
CD84	0	2	1	0
SLAMF1	0	0	0	0
CD48	0	0	0	0
SLAMF7	0	0	0	2
LY9	1	1	0	1
CD244	0	1	1	0
ITLN1	0	0	0	0
LOC101928372	2	1	0	1
ITLN2	0	0	0	0
F11R	813	798	420	490
TSTD1	4	0	0	0
